project_id,title,description,brecha_ids
443,MEJORAMIENTO DE LA CADENA PRODUCTIVA DEL GANADO OVINO EN EL ÁMBITO RURAL DEL  DISTRITO DE COPORAQUE - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,MEJORAMIENTO DE LA CADENA PRODUCTIVA DEL GANADO OVINO EN EL ÁMBITO RURAL DEL  DISTRITO DE COPORAQUE - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,38
444,CREACION DEL SERVICIO DE AGUA POTABLE Y UNIDADES BÁSICAS EN EL ANEXO DE RÍO KAÑO DE LA COMUNIDAD DE ANCOMARCA DEL DISTRITO DE PALCA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,CREACION DEL SERVICIO DE AGUA POTABLE Y UNIDADES BÁSICAS EN EL ANEXO DE RÍO KAÑO DE LA COMUNIDAD DE ANCOMARCA DEL DISTRITO DE PALCA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,17
445,"CREACION DEL SERVICIO DE ENERGÍA ELÉCTRICA MEDIANTE SISTEMA CONVENCIONAL DE RED PRIMARIA 13.8 KV Y SECUNDARIA 380/220V EN LA LOCALIDAD DE COLCACATAC,  DISTRITO DE MARCARA - PROVINCIA DE CARHUAZ - DEPARTAMENTO DE ANCASH","CREACION DEL SERVICIO DE ENERGÍA ELÉCTRICA MEDIANTE SISTEMA CONVENCIONAL DE RED PRIMARIA 13.8 KV Y SECUNDARIA 380/220V EN LA LOCALIDAD DE COLCACATAC,  DISTRITO DE MARCARA - PROVINCIA DE CARHUAZ - DEPARTAMENTO DE ANCASH",43
446,AMPLIACION DE REDES SECUNDARIAS DE AGUA POTABLE Y ALCANTARILLADO EN LA JUNTA VECINAL PROLONGACION JR. ANTIVAL  DISTRITO DE SUPE - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA,AMPLIACION DE REDES SECUNDARIAS DE AGUA POTABLE Y ALCANTARILLADO EN LA JUNTA VECINAL PROLONGACION JR. ANTIVAL  DISTRITO DE SUPE - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA,16
447,AMPLIACION DE REDES SECUNDARIAS DE AGUA POTABLE Y ALCANTARILLADO EN LA JUNTA VECINAL PROLONGACION JR. ANTIVAL  DISTRITO DE SUPE - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA,AMPLIACION DE REDES SECUNDARIAS DE AGUA POTABLE Y ALCANTARILLADO EN LA JUNTA VECINAL PROLONGACION JR. ANTIVAL  DISTRITO DE SUPE - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA,17
448,CREACION Y CONSTRUCCIÓN DE INFRAESTRUCTURA EN I.E. VILLA LOS ANGELES DEL DISTRITO DE SUPE - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA,CREACION Y CONSTRUCCIÓN DE INFRAESTRUCTURA EN I.E. VILLA LOS ANGELES DEL DISTRITO DE SUPE - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA,23
449,CREACION DEL SERVICIO DE ENERGÍA ELÉCTRICA MEDIANTE REDES PRIMARIAS Y REDES SECUNDARIAS EN LA ASOCIACION DE CRIADORES DE ANIMALES MENORES EL AGUSTINO Y SAN BARTOLOME DEL  DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,CREACION DEL SERVICIO DE ENERGÍA ELÉCTRICA MEDIANTE REDES PRIMARIAS Y REDES SECUNDARIAS EN LA ASOCIACION DE CRIADORES DE ANIMALES MENORES EL AGUSTINO Y SAN BARTOLOME DEL  DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,44
450,"REPARACION DE INFRAESTRUCTURA DEPORTIVA; EN EL(LA) LOSA DEPORTIVA EN LA LOCALIDAD YANGAS, DISTRITO DE SANTA ROSA DE QUIVES, PROVINCIA CANTA, DEPARTAMENTO LIMA","REPARACION DE INFRAESTRUCTURA DEPORTIVA; EN EL(LA) LOSA DEPORTIVA EN LA LOCALIDAD YANGAS, DISTRITO DE SANTA ROSA DE QUIVES, PROVINCIA CANTA, DEPARTAMENTO LIMA",13
451,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE  Y ALCANTARILLADO EN  LA LOCALIDAD DE QACHITUPA BAJA DEL DISTRITO DE SAN MIGUEL - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE  Y ALCANTARILLADO EN  LA LOCALIDAD DE QACHITUPA BAJA DEL DISTRITO DE SAN MIGUEL - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO,16
452,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE  Y ALCANTARILLADO EN  LA LOCALIDAD DE QACHITUPA BAJA DEL DISTRITO DE SAN MIGUEL - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE  Y ALCANTARILLADO EN  LA LOCALIDAD DE QACHITUPA BAJA DEL DISTRITO DE SAN MIGUEL - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO,17
453,CREACION DEL SERVICIO DE ESPACIOS PÚBLICOS URBANOS EN LA ASOCIACIÓN DE VIVIENDA PASEO DE LOS HEROES DEL PROMUVI VIÑANI AMPLIACIÓN I ETAPA DEL DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,CREACION DEL SERVICIO DE ESPACIOS PÚBLICOS URBANOS EN LA ASOCIACIÓN DE VIVIENDA PASEO DE LOS HEROES DEL PROMUVI VIÑANI AMPLIACIÓN I ETAPA DEL DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,30
454,"CONSTRUCCIÓN DE INFRAESTRUCTURA DEPORTIVA; EN EL(LA) IE 56215 APACHACCO DISTRITO DE COPORAQUE, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO","CONSTRUCCIÓN DE INFRAESTRUCTURA DEPORTIVA; EN EL(LA) IE 56215 APACHACCO DISTRITO DE COPORAQUE, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO",23
455,MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA VECINAL Y COMUNAL A NIVEL DEL  DISTRITO DE CHALLABAMBA - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA VECINAL Y COMUNAL A NIVEL DEL  DISTRITO DE CHALLABAMBA - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,40
456,"ADQUISICION DE TERRENO; EN EL(LA) SISTEMA DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES PARA SU DISPOSICION FINAL DE LOS CENTROS POBLADOS DE SAN PEDRO Y SIMARIVA DEL  DISTRITO DE SANTA ROSA, PROVINCIA LA MAR, DEPARTAMENTO AYACUCHO","ADQUISICION DE TERRENO; EN EL(LA) SISTEMA DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES PARA SU DISPOSICION FINAL DE LOS CENTROS POBLADOS DE SAN PEDRO Y SIMARIVA DEL  DISTRITO DE SANTA ROSA, PROVINCIA LA MAR, DEPARTAMENTO AYACUCHO",47
457,"ADQUISICION DE TERRENO; EN EL(LA) SISTEMA DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES PARA SU DISPOSICION FINAL DE LOS CENTROS POBLADOS DE SAN PEDRO Y SIMARIVA DEL  DISTRITO DE SANTA ROSA, PROVINCIA LA MAR, DEPARTAMENTO AYACUCHO","ADQUISICION DE TERRENO; EN EL(LA) SISTEMA DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES PARA SU DISPOSICION FINAL DE LOS CENTROS POBLADOS DE SAN PEDRO Y SIMARIVA DEL  DISTRITO DE SANTA ROSA, PROVINCIA LA MAR, DEPARTAMENTO AYACUCHO",19
458,MEJORAMIENTO DE LA INFRAESTRUCTURA PARA LA ATENCIÃ¿N ALIMENTARIA EN LA INSTITUCIÃ¿N EDUCATIVA JORGE BASADRE GROHOMANN  DISTRITO DE TICACO - PROVINCIA DE TARATA - DEPARTAMENTO DE TACNA,MEJORAMIENTO DE LA INFRAESTRUCTURA PARA LA ATENCIÃ¿N ALIMENTARIA EN LA INSTITUCIÃ¿N EDUCATIVA JORGE BASADRE GROHOMANN  DISTRITO DE TICACO - PROVINCIA DE TARATA - DEPARTAMENTO DE TACNA,23
459,CREACION DEL SERVICIO DEPORTIVO EN LA COMUNIDAD DE QUIÃ¿ER DEL DISTRITO DE HUANCARANI - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,CREACION DEL SERVICIO DEPORTIVO EN LA COMUNIDAD DE QUIÃ¿ER DEL DISTRITO DE HUANCARANI - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,35
460,"CREACION DEL SERVICIO DE TRANSITABILIDAD PEATONAL CON ESCALINATAS EN LA PROLONGACIÓN MARÍA PARADO DE BELLIDO, PERASPATA Y PASAJE SIMÓN BOLÍVAR DE LA LOCALIDAD DE HUASCARPATA DEL DISTRITO DE SAN MIGUEL - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO","CREACION DEL SERVICIO DE TRANSITABILIDAD PEATONAL CON ESCALINATAS EN LA PROLONGACIÓN MARÍA PARADO DE BELLIDO, PERASPATA Y PASAJE SIMÓN BOLÍVAR DE LA LOCALIDAD DE HUASCARPATA DEL DISTRITO DE SAN MIGUEL - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO",18
461,"CREACION DEL SERVICIO DE MOVILIDAD URBANA MEDIANTE PISTAS, VEREDAS Y ÁREAS VERDES EN EL CENTRO POBLADO DE SAN JOSE DE PINCOS DEL DISTRITO DE TOTOS - PROVINCIA DE CANGALLO - DEPARTAMENTO DE AYACUCHO","CREACION DEL SERVICIO DE MOVILIDAD URBANA MEDIANTE PISTAS, VEREDAS Y ÁREAS VERDES EN EL CENTRO POBLADO DE SAN JOSE DE PINCOS DEL DISTRITO DE TOTOS - PROVINCIA DE CANGALLO - DEPARTAMENTO DE AYACUCHO",18
462,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE LIMPIEZA PUBLICA EN LAS TRES CUENCAS DEL  DISTRITO DE OCOBAMBA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE LIMPIEZA PUBLICA EN LAS TRES CUENCAS DEL  DISTRITO DE OCOBAMBA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO,36
463,CREACION DEL SERVICIO EDUCATIVO MEDIANTE LA IMPLEMENTACIÓN Y APROVECHAMIENTO DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN DE LA II.EE. DE E.B.R. EN EL  DISTRITO DE POCOLLAY - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,CREACION DEL SERVICIO EDUCATIVO MEDIANTE LA IMPLEMENTACIÓN Y APROVECHAMIENTO DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN DE LA II.EE. DE E.B.R. EN EL  DISTRITO DE POCOLLAY - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,24
464,MEJORAMIENTO DEL SERVICIO DE LA CADENA PRODUCTIVA DE LOS SUELOS DEGRADADOS EN EL AMBITO DE LA COMUNIDAD CAMPESINA DE VILA VILANI DEL DISTRITO DE PALCA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,MEJORAMIENTO DEL SERVICIO DE LA CADENA PRODUCTIVA DE LOS SUELOS DEGRADADOS EN EL AMBITO DE LA COMUNIDAD CAMPESINA DE VILA VILANI DEL DISTRITO DE PALCA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,38
465,CREACION DE LOS SERVICIOS DE INFRAESTRUCTURA DEPORTIVA Y/O RECREATIVA CON GRASS SINTÃ¿TICO EN LOS C.P. NUEVA ESPERANZA - SECTOR 1 Y C.P. NUEVO PARAISO DEL  DISTRITO DE SUPE PUERTO - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA,CREACION DE LOS SERVICIOS DE INFRAESTRUCTURA DEPORTIVA Y/O RECREATIVA CON GRASS SINTÃ¿TICO EN LOS C.P. NUEVA ESPERANZA - SECTOR 1 Y C.P. NUEVO PARAISO DEL  DISTRITO DE SUPE PUERTO - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA,35
466,CREACION DEL SERVICIO DE PRÃCTICA DEPORTIVA Y RECREATIVA CON CÃ¿SPED ARTIFICIAL EN LA LOCALIDAD DE ILLAURA DEL DISTRITO DE SAN MIGUEL - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO,CREACION DEL SERVICIO DE PRÃCTICA DEPORTIVA Y RECREATIVA CON CÃ¿SPED ARTIFICIAL EN LA LOCALIDAD DE ILLAURA DEL DISTRITO DE SAN MIGUEL - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO,35
467,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO BASICO EN LA COMUNIDAD CAMPESINA DE CHURO DEL DISTRITO DE HUANCARANI - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO BASICO EN LA COMUNIDAD CAMPESINA DE CHURO DEL DISTRITO DE HUANCARANI - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,16
468,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO BASICO EN LA COMUNIDAD CAMPESINA DE CHURO DEL DISTRITO DE HUANCARANI - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO BASICO EN LA COMUNIDAD CAMPESINA DE CHURO DEL DISTRITO DE HUANCARANI - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,17
469,"MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO EN LA AV. CELESTINO VARGAS, TRAMO PASAJE POCOLLAY – AV. VILAUTA  DISTRITO DE POCOLLAY - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA","MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO EN LA AV. CELESTINO VARGAS, TRAMO PASAJE POCOLLAY – AV. VILAUTA  DISTRITO DE POCOLLAY - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA",19
470,CREACION DE LOS SERVICIOS DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE SANEAMIENTO MEDIANTE UBS EN EL CENTRO POBLADO DE SAÑIN  DISTRITO DE YAUYOS - PROVINCIA DE YAUYOS - DEPARTAMENTO DE LIMA,CREACION DE LOS SERVICIOS DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE SANEAMIENTO MEDIANTE UBS EN EL CENTRO POBLADO DE SAÑIN  DISTRITO DE YAUYOS - PROVINCIA DE YAUYOS - DEPARTAMENTO DE LIMA,16
471,CREACION DE LOS SERVICIOS DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE SANEAMIENTO MEDIANTE UBS EN EL CENTRO POBLADO DE SAÑIN  DISTRITO DE YAUYOS - PROVINCIA DE YAUYOS - DEPARTAMENTO DE LIMA,CREACION DE LOS SERVICIOS DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE SANEAMIENTO MEDIANTE UBS EN EL CENTRO POBLADO DE SAÑIN  DISTRITO DE YAUYOS - PROVINCIA DE YAUYOS - DEPARTAMENTO DE LIMA,17
472,MEJORAMIENTO DEL SERVICIO DE LIMPIEZA PUBLICA EN EL  DISTRITO DE HUANCARANI - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,MEJORAMIENTO DEL SERVICIO DE LIMPIEZA PUBLICA EN EL  DISTRITO DE HUANCARANI - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,36
473,MEJORAMIENTO DE LA PRODUCCIÓN FRUTICOLA MEDIANTE LA INNOVACIÓN TECNOLÓGICA  EN EL  DISTRITO DE CHALLABAMBA - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,MEJORAMIENTO DE LA PRODUCCIÓN FRUTICOLA MEDIANTE LA INNOVACIÓN TECNOLÓGICA  EN EL  DISTRITO DE CHALLABAMBA - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,38
474,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE NIVEL INICIAL DE LA I.E.I. NÂ° 705 SAN MIGUEL E I.E.I. NÂ° 488 DE SANTA LUCIA DE PICHIGUA DEL  DISTRITO DE PICHIGUA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE NIVEL INICIAL DE LA I.E.I. NÂ° 705 SAN MIGUEL E I.E.I. NÂ° 488 DE SANTA LUCIA DE PICHIGUA DEL  DISTRITO DE PICHIGUA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,22
475,"CREACION DEL PARQUE PRINCIPAL EN EL CENTRO POBLADO DE MARINTARI,  DISTRITO DE SANTA ROSA - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO","CREACION DEL PARQUE PRINCIPAL EN EL CENTRO POBLADO DE MARINTARI,  DISTRITO DE SANTA ROSA - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO",30
476,MEJORAMIENTO DEL SERVICIO DE LIMPIEZA PUBLICA EN EL  DISTRITO DE PICHIGUA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,MEJORAMIENTO DEL SERVICIO DE LIMPIEZA PUBLICA EN EL  DISTRITO DE PICHIGUA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,36
477,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SANEAMIENTO BÁSICO INTEGRAL EN LA COMUNIDAD CAMPESINA DE QQUEROCCOLLANA DEL DISTRITO DE COPORAQUE - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SANEAMIENTO BÁSICO INTEGRAL EN LA COMUNIDAD CAMPESINA DE QQUEROCCOLLANA DEL DISTRITO DE COPORAQUE - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,17
478,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SANEAMIENTO BÁSICO INTEGRAL EN LA COMUNIDAD CAMPESINA DE QQUEROCCOLLANA DEL DISTRITO DE COPORAQUE - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SANEAMIENTO BÁSICO INTEGRAL EN LA COMUNIDAD CAMPESINA DE QQUEROCCOLLANA DEL DISTRITO DE COPORAQUE - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,16
479,"CONSTRUCCION DE COBERTURA; EN EL(LA) IE FRANCISCO ANTONIO DE ZELA - TACNA  DISTRITO DE TACNA, PROVINCIA TACNA, DEPARTAMENTO TACNA","CONSTRUCCION DE COBERTURA; EN EL(LA) IE FRANCISCO ANTONIO DE ZELA - TACNA  DISTRITO DE TACNA, PROVINCIA TACNA, DEPARTAMENTO TACNA",24
480,MEJORAMIENTO DEL SERVICIO DE TRANSFERENCIA DE CONOCIMIENTOS TECNOLÃ¿GICOS PARA LA PRODUCCIÃ¿N DE PASTOS Y FORRAJES EN 13 LOCALIDADES DEL DISTRITO DE PICHIGUA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,MEJORAMIENTO DEL SERVICIO DE TRANSFERENCIA DE CONOCIMIENTOS TECNOLÃ¿GICOS PARA LA PRODUCCIÃ¿N DE PASTOS Y FORRAJES EN 13 LOCALIDADES DEL DISTRITO DE PICHIGUA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,38
481,"CONSTRUCCION DE CERCO PERIMÉTRICO; EN EL(LA) IE CRFA K'ANAKUNAQ TIKARINAN YACHAYWASI - COPORAQUE MAMANIHUAYTA DISTRITO DE COPORAQUE, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO","CONSTRUCCION DE CERCO PERIMÉTRICO; EN EL(LA) IE CRFA K'ANAKUNAQ TIKARINAN YACHAYWASI - COPORAQUE MAMANIHUAYTA DISTRITO DE COPORAQUE, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO",24
482,CREACION DEL SERVICIO DE ATENCIÓN COMUNAL A LAS ACTIVIDADES SOCIALES Y ECONÓMICAS EN EL CENTRO POBLADO NUEVA CAMILACA DEL DISTRITO DE CAMILACA - PROVINCIA DE CANDARAVE - DEPARTAMENTO DE TACNA,CREACION DEL SERVICIO DE ATENCIÓN COMUNAL A LAS ACTIVIDADES SOCIALES Y ECONÓMICAS EN EL CENTRO POBLADO NUEVA CAMILACA DEL DISTRITO DE CAMILACA - PROVINCIA DE CANDARAVE - DEPARTAMENTO DE TACNA,15
483,"CREACION DE PISTAS Y VEREDAS EN EL CENTRO POBLADO GALPÓN Y MILAGRO,  DISTRITO DE PATIVILCA - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA","CREACION DE PISTAS Y VEREDAS EN EL CENTRO POBLADO GALPÓN Y MILAGRO,  DISTRITO DE PATIVILCA - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA",18
484,MEJORAMIENTO Y REHABILITACIÓN DEL PARQUE SIMÓN BOLÍVAR DEL PATIVILCA DEL DISTRITO DE PATIVILCA - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA,MEJORAMIENTO Y REHABILITACIÓN DEL PARQUE SIMÓN BOLÍVAR DEL PATIVILCA DEL DISTRITO DE PATIVILCA - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA,30
485,MEJORAMIENTO DEL SERVICIO DE APOYO DESARROLLO PRODUCTIVO DEL PISO FORRAJERO EN LA CADENA GANADERA EN 9 LOCALIDADES DEL DISTRITO DE LOCUMBA - PROVINCIA DE JORGE BASADRE - DEPARTAMENTO DE TACNA,MEJORAMIENTO DEL SERVICIO DE APOYO DESARROLLO PRODUCTIVO DEL PISO FORRAJERO EN LA CADENA GANADERA EN 9 LOCALIDADES DEL DISTRITO DE LOCUMBA - PROVINCIA DE JORGE BASADRE - DEPARTAMENTO DE TACNA,38
486,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y VEHICULAR EN EL PASAJE ANTONIO RAYMONDI DEL  DISTRITO DE TACNA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y VEHICULAR EN EL PASAJE ANTONIO RAYMONDI DEL  DISTRITO DE TACNA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,18
487,"CONSTRUCCION DE CENTRO DE PREVENCION Y VIGILANCIA COMUNAL; EN EL(LA) COMUNIDAD CAMPESINA DE HUAYHUAHUASI,  DISTRITO DE COPORAQUE, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO","CONSTRUCCION DE CENTRO DE PREVENCION Y VIGILANCIA COMUNAL; EN EL(LA) COMUNIDAD CAMPESINA DE HUAYHUAHUASI,  DISTRITO DE COPORAQUE, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO",41
488,"MEJORAMIENTO DEL SERVICIO DE EDUCACIÃ¿N PRIMARIA EN LAS INSTITUCIONES EDUCATIVAS DE 38601/MX-P DE PAMPA MIRAFLORES Y  38598/MX-P DE GLORIAPATA,  DISTRITO DE SANTA ROSA - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO","MEJORAMIENTO DEL SERVICIO DE EDUCACIÃ¿N PRIMARIA EN LAS INSTITUCIONES EDUCATIVAS DE 38601/MX-P DE PAMPA MIRAFLORES Y  38598/MX-P DE GLORIAPATA,  DISTRITO DE SANTA ROSA - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO",23
489,"CONSTRUCCIÓN DE INFRAESTRUCTURA DEPORTIVA; EN EL(LA) IE 56210 DISTRITO DE COPORAQUE, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO","CONSTRUCCIÓN DE INFRAESTRUCTURA DEPORTIVA; EN EL(LA) IE 56210 DISTRITO DE COPORAQUE, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO",23
490,MEJORAMIENTO DEL SERVICIO EDUCATIVO MEDIANTE LA IMPLEMENTACIÃ¿N DE TIC EN 25 INSTITUCIONES EDUCATIVAS DEL NIVEL DE PRIMARIA Y SECUNDARIA LAS PROVINCIAS DE TACNA Y TARATA DEL  DEPARTAMENTO DE TACNA,MEJORAMIENTO DEL SERVICIO EDUCATIVO MEDIANTE LA IMPLEMENTACIÃ¿N DE TIC EN 25 INSTITUCIONES EDUCATIVAS DEL NIVEL DE PRIMARIA Y SECUNDARIA LAS PROVINCIAS DE TACNA Y TARATA DEL  DEPARTAMENTO DE TACNA,24
491,RECUPERACION DEL SERVICIO DE ESPACIOS PÚBLICOS URBANOS EN EL PARQUE RECREACIONAL DE LA JUNTA VECINAL 28 DE AGOSTO II ETAPA DEL DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,RECUPERACION DEL SERVICIO DE ESPACIOS PÚBLICOS URBANOS EN EL PARQUE RECREACIONAL DE LA JUNTA VECINAL 28 DE AGOSTO II ETAPA DEL DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,30
492,CREACION DEL SERVICIO DEPORTIVO CON LOSA MULTIDEPORTIVO EN LA LOCALIDAD DE UNION MEJORADA DEL DISTRITO DE SANTA ROSA - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO,CREACION DEL SERVICIO DEPORTIVO CON LOSA MULTIDEPORTIVO EN LA LOCALIDAD DE UNION MEJORADA DEL DISTRITO DE SANTA ROSA - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO,35
493,MEJORAMIENTO DEL SERVICIO DE  TRANSITABILIDAD  VIAL INTERURBANO EN LA LOCALIDAD DE CURIHUANCA - AV. MERCED DE C.P. LLIPTA Y JR.PROGRESO DE C.P. YANARUMI  DISTRITO DE SHILLA - PROVINCIA DE CARHUAZ - DEPARTAMENTO DE ANCASH,MEJORAMIENTO DEL SERVICIO DE  TRANSITABILIDAD  VIAL INTERURBANO EN LA LOCALIDAD DE CURIHUANCA - AV. MERCED DE C.P. LLIPTA Y JR.PROGRESO DE C.P. YANARUMI  DISTRITO DE SHILLA - PROVINCIA DE CARHUAZ - DEPARTAMENTO DE ANCASH,18
494,"CONSTRUCCIÓN DE CERCO PERIMÉTRICO Y CONTROL DE ACCESO; EN EL(LA) IE 501453 EN LA LOCALIDAD TAHUAPALCCA, DISTRITO DE COPORAQUE, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO","CONSTRUCCIÓN DE CERCO PERIMÉTRICO Y CONTROL DE ACCESO; EN EL(LA) IE 501453 EN LA LOCALIDAD TAHUAPALCCA, DISTRITO DE COPORAQUE, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO",23
